"","assigned_to_cluster","timestamp","lon","lat","clusterStart","clusterEnd"
"762",27,"2016-01-06 01:40:05",-47.613128,-16.7676078,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"761",31,"2016-01-06 02:06:56",-41.9458752,-18.8539496,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"760",NA,"2016-01-06 02:21:56",-74.1745005,4.9289303,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"759",37,"2016-01-06 02:25:05",103.852038,1.2904527,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"758",20,"2016-01-06 02:25:24",-52.0991296,-32.0334251,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"757",37,"2016-01-06 02:25:46",103.852038,1.2904527,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"756",NA,"2016-01-06 02:38:21",-56.09913,-15.5986685,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"755",30,"2016-01-06 02:45:10",-43.2093726,-22.9110136,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"754",18,"2016-01-06 02:59:37",-55.8939676,-27.3664866,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"753",17,"2016-01-06 03:06:44",-58.4375796,-34.6075797,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"752",31,"2016-01-06 03:16:00",-43.9450947,-19.9227317,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"751",6,"2016-01-06 03:17:45",-73.8807027103,11.0869172,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"750",NA,"2016-01-06 03:17:53",-67.4807525,-45.8653442,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"749",26,"2016-01-06 03:27:59",-46.6333823,-23.5506506,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"748",17,"2016-01-06 03:30:09",-58.2688679,-34.7303024,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"747",26,"2016-01-06 03:32:47",-46.6333823,-23.5506506,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"746",21,"2016-01-06 03:34:34",-53.8069213,-29.6860511,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"745",25,"2016-01-06 03:36:12",-48.5251853,-25.5121903,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"744",36,"2016-01-06 03:41:26",-34.8820279,-7.121598,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"743",31,"2016-01-06 03:42:04",-44.6075312,-19.8599636,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"742",18,"2016-01-06 03:45:09",-57.4999999,-25.4999999,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"741",31,"2016-01-06 03:49:48",-43.9450947,-19.9227317,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"740",31,"2016-01-06 04:01:40",-43.9450947,-19.9227317,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"739",37,"2016-01-06 04:27:17",101.9820014518,3.97822225,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"738",39,"2016-01-06 04:31:29",120.9063408,15.3096543,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"737",27,"2016-01-06 04:44:34",-48.2767836,-18.918804,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"736",24,"2016-01-06 04:57:51",-53.1999999,-10.3333332,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"735",36,"2016-01-06 05:04:39",-34.8781516,-8.064193,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"734",39,"2016-01-06 05:08:15",121.7327065,17.6125761,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"733",37,"2016-01-06 05:13:20",103.852038,1.2904527,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"732",12,"2016-01-06 05:18:17",-66.8785653,10.5085014,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"731",31,"2016-01-06 05:20:05",-43.9450947,-19.9227317,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"730",17,"2016-01-06 05:20:41",-58.4375796,-34.6075797,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"729",18,"2016-01-06 05:28:50",-55.8939676,-27.3664866,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"728",26,"2016-01-06 05:30:25",-47.4580559,-23.5016669,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"727",21,"2016-01-06 05:36:58",-51.179386,-29.1684795,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"726",NA,"2016-01-06 05:42:16",-93.1418085426,16.74521845,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"725",NA,"2016-01-06 08:53:04",5.6511088,9.9326083,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"724",8,"2016-01-06 09:35:24",-73.9597221,40.7902778,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"723",30,"2016-01-06 10:11:38",-43.2093726,-22.9110136,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"722",19,"2016-01-06 10:33:09",-58.1693444,-23.3165934,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"721",19,"2016-01-06 10:33:37",-58.1693444,-23.3165934,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"720",12,"2016-01-06 10:35:30",-69.3215666,10.0740372,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"719",19,"2016-01-06 10:36:54",-58.1693444,-23.3165934,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"718",19,"2016-01-06 10:40:46",-58.1693444,-23.3165934,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"717",19,"2016-01-06 10:44:48",-58.1693444,-23.3165934,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"716",19,"2016-01-06 10:45:43",-58.1693444,-23.3165934,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"715",19,"2016-01-06 10:46:11",-58.1693444,-23.3165934,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"714",30,"2016-01-06 11:02:21",-43.2093726,-22.9110136,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"713",4,"2016-01-06 11:05:23",-78.5123273,-0.220164,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"712",36,"2016-01-06 11:14:42",-34.8781516,-8.064193,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"711",26,"2016-01-06 11:24:32",-46.6333823,-23.5506506,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"710",26,"2016-01-06 11:25:29",-46.6333823,-23.5506506,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"709",13,"2016-01-06 11:28:36",-64.1833189,-31.417339,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"708",13,"2016-01-06 11:45:09",-64.1833189,-31.417339,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"707",19,"2016-01-06 11:45:20",-58.1693444,-23.3165934,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"706",19,"2016-01-06 11:49:26",-58.1693444,-23.3165934,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"705",31,"2016-01-06 12:03:48",-43.9450947,-19.9227317,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"704",18,"2016-01-06 12:07:05",-55.8939676,-27.3664866,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"703",24,"2016-01-06 12:12:26",-53.1999999,-10.3333332,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"702",26,"2016-01-06 12:24:42",-46.6333823,-23.5506506,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"701",27,"2016-01-06 12:29:48",-49.2452545,-16.8226742,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"700",27,"2016-01-06 12:30:53",-49.2452545,-16.8226742,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"699",31,"2016-01-06 12:42:33",-43.8107915,-19.8900371,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"698",30,"2016-01-06 12:43:00",-42.9427769,-21.1199999,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"697",25,"2016-01-06 12:44:06",-49.2712361,-25.4295696,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"696",34,"2016-01-06 12:44:36",-35.7339263,-9.6476842,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"695",34,"2016-01-06 12:45:51",-35.7339263,-9.6476842,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"694",38,"2016-01-06 12:55:05",121.0649551,14.6783319,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"693",30,"2016-01-06 12:55:17",-43.2093726,-22.9110136,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"692",25,"2016-01-06 12:59:23",-49.2712361,-25.4295696,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"691",25,"2016-01-06 13:04:56",-49.2712361,-25.4295696,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"690",4,"2016-01-06 13:10:28",-78.5123273,-0.220164,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"689",26,"2016-01-06 13:28:18",-45.5612791,-23.0314479,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"688",18,"2016-01-06 13:31:33",-55.8939676,-27.3664866,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"687",13,"2016-01-06 13:40:30",-64.1833189,-31.417339,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"686",30,"2016-01-06 13:53:21",-43.7331074,-22.5268468,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"685",26,"2016-01-06 14:08:00",-46.7939059,-24.1839499,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"684",38,"2016-01-06 14:11:06",121.1042622,14.6046731,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"683",39,"2016-01-06 14:21:27",121.7327065,17.6125761,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"682",24,"2016-01-06 14:21:49",-53.1999999,-10.3333332,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"681",25,"2016-01-06 14:26:37",-48.5251853,-25.5121903,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"680",37,"2016-01-06 14:34:33",101.5574374,3.0694761,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"679",18,"2016-01-06 14:37:54",-57.6311195,-25.2959915,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"678",24,"2016-01-06 14:47:50",-53.1999999,-10.3333332,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"677",31,"2016-01-06 14:50:38",-44.7089253,-19.9552779,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"676",30,"2016-01-06 14:57:44",-43.2093726,-22.9110136,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"675",31,"2016-01-06 14:57:54",-44.7089253,-19.9552779,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"674",31,"2016-01-06 14:59:42",-44.7089253,-19.9552779,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"673",18,"2016-01-06 14:59:43",-55.8939676,-27.3664866,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"672",26,"2016-01-06 15:00:29",-45.932724,-22.2343857,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"671",18,"2016-01-06 15:03:44",-57.6311195,-25.2959915,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"670",31,"2016-01-06 15:05:09",-44.7089253,-19.9552779,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"669",26,"2016-01-06 15:16:26",-46.2558331,-23.9927767,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"668",7,"2016-01-06 15:19:32",-70.3028025,19.0974031,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"667",19,"2016-01-06 15:27:15",-58.1693444,-23.3165934,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"666",26,"2016-01-06 15:29:57",-46.6333823,-23.5506506,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"665",17,"2016-01-06 15:39:21",-58.4375796,-34.6075797,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"664",3,"2016-01-06 15:39:26",-75.0458514,-6.8699696,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"663",22,"2016-01-06 15:41:35",-50.4746399,-21.4039619,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"662",18,"2016-01-06 15:46:05",-55.8939676,-27.3664866,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"661",25,"2016-01-06 15:50:56",-49.9458326,-25.11302,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"660",30,"2016-01-06 15:51:20",-40.3016326,-20.2996825,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"659",2,"2016-01-06 16:03:02",-84.0739101,10.2735633,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"658",30,"2016-01-06 16:07:59",-43.2093726,-22.9110136,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"657",NA,"2016-01-06 16:17:51",-103.4664127778,25.6799934,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"656",31,"2016-01-06 16:19:37",-43.9450947,-19.9227317,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"655",36,"2016-01-06 16:37:54",-34.8781516,-8.064193,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"654",26,"2016-01-06 16:49:34",-48.4790829,-20.9490769,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"653",NA,"2016-01-06 17:14:05",-3.7715626755,40.5248319,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"652",25,"2016-01-06 17:15:19",-48.5251853,-25.5121903,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"651",NA,"2016-01-06 17:49:00",-103.4664127778,25.6799934,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"650",18,"2016-01-06 17:52:26",-55.8939676,-27.3664866,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"649",NA,"2016-01-06 17:55:26",-103.4664127778,25.6799934,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"648",20,"2016-01-06 18:09:00",-51.1999465,-30.1297888,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"647",24,"2016-01-06 18:16:12",-53.1999999,-10.3333332,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"646",19,"2016-01-06 18:49:54",-58.1693444,-23.3165934,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"645",19,"2016-01-06 18:51:48",-58.1693444,-23.3165934,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"644",30,"2016-01-06 18:52:58",-43.2093726,-22.9110136,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"643",19,"2016-01-06 18:58:10",-58.1693444,-23.3165934,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"642",26,"2016-01-06 19:05:37",-46.3691669,-22.2830559,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"641",33,"2016-01-06 19:08:17",-37.0774654,-10.916206,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"640",24,"2016-01-06 19:09:11",-53.1999999,-10.3333332,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"639",30,"2016-01-06 19:18:18",-41.9449719,-22.5269447,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"638",NA,"2016-01-06 19:22:30",-59.9864061,-3.1319514,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"637",25,"2016-01-06 19:30:01",-49.3695626,-28.678994,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"636",26,"2016-01-06 19:33:48",-46.5688322,-23.6195922,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"635",30,"2016-01-06 19:43:09",-43.2093726,-22.9110136,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"634",25,"2016-01-06 20:04:35",-49.2712361,-25.4295696,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"633",25,"2016-01-06 20:05:19",-49.2712361,-25.4295696,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"632",21,"2016-01-06 20:25:26",-54.2356625,-27.7799414,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"631",26,"2016-01-06 20:45:54",-45.8352769,-22.0297229,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"630",21,"2016-01-06 20:56:54",-51.0077027,-29.6391006,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"629",24,"2016-01-06 21:02:03",-53.1999999,-10.3333332,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"628",25,"2016-01-06 21:21:44",-48.6339781,-26.9924394,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"627",18,"2016-01-06 21:24:02",-57.4999999,-25.4999999,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"626",21,"2016-01-06 21:32:51",-54.4315256,-26.7372239,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"625",31,"2016-01-06 21:48:48",-44.0840952,-19.9132748,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"624",25,"2016-01-06 21:49:09",-48.6137777,-27.0947199,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"623",18,"2016-01-06 21:54:33",-55.8939676,-27.3664866,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"622",30,"2016-01-06 21:54:53",-44.0411099,-22.9600192,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"621",31,"2016-01-06 21:56:23",-43.9450947,-19.9227317,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"620",13,"2016-01-06 22:13:38",-64.1833189,-31.417339,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"619",18,"2016-01-06 22:14:51",-55.8939676,-27.3664866,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"618",21,"2016-01-06 22:22:59",-54.4315256,-26.7372239,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"617",25,"2016-01-06 22:26:07",-48.5251853,-25.5121903,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"616",34,"2016-01-06 22:26:47",-36.6352093,-5.1126695,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"615",24,"2016-01-06 22:28:19",-53.1999999,-10.3333332,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"614",21,"2016-01-06 22:36:17",-54.266997,-28.300048,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"613",26,"2016-01-06 22:45:57",-47.0608299,-22.9055599,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"612",19,"2016-01-06 22:54:39",-58.1693444,-23.3165934,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"611",21,"2016-01-06 23:04:26",-50.1313661,-29.9857731,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"610",12,"2016-01-06 23:15:36",-66.8086249,10.4772529,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"609",24,"2016-01-06 23:24:24",-53.1999999,-10.3333332,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"608",12,"2016-01-06 23:31:57",-66.8086249,10.4772529,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"607",26,"2016-01-06 23:34:10",-46.4612629,-23.6676699,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"606",27,"2016-01-06 23:36:28",-49.253269,-16.6808819,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"605",30,"2016-01-06 23:56:26",-40.2920625,-20.3297248,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"604",18,"2016-01-06 23:58:55",-55.8939676,-27.3664866,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"603",13,"2016-01-07 00:03:37",-60.6615414,-32.9595003,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"602",9,"2016-01-07 00:04:27",-68.745546,-32.8950718,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"601",25,"2016-01-07 00:15:14",-48.6692859,-27.645889,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"600",26,"2016-01-07 00:27:00",-46.6333823,-23.5506506,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"599",31,"2016-01-07 00:28:32",-43.9450947,-19.9227317,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"598",26,"2016-01-07 00:30:16",-46.6333823,-23.5506506,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"597",26,"2016-01-07 00:30:52",-46.6333823,-23.5506506,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"596",31,"2016-01-07 00:32:26",-42.6282685,-19.5200066,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"595",20,"2016-01-07 00:48:44",-51.2304999,-30.0329999,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"594",26,"2016-01-07 01:12:59",-47.0608299,-22.9055599,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"593",9,"2016-01-07 01:50:02",-68.745546,-32.8950718,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"592",26,"2016-01-07 01:51:13",-47.4580559,-23.5016669,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"591",36,"2016-01-07 01:52:11",-34.8781516,-8.064193,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"590",12,"2016-01-07 01:54:46",-69.8333329,11,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"589",30,"2016-01-07 01:55:33",-43.2093726,-22.9110136,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"588",17,"2016-01-07 01:57:06",-58.4375796,-34.6075797,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"587",1,"2016-01-07 02:04:46",-88.9140682,13.8000382,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"586",11,"2016-01-07 02:16:13",-66.1109317,8.0018709,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"585",13,"2016-01-07 02:25:03",-64.1833189,-31.417339,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"584",26,"2016-01-07 02:32:58",-46.6333823,-23.5506506,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"583",NA,"2016-01-07 02:41:36",-69.9919036044,18.46246225,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"582",7,"2016-01-07 02:42:55",-70.3028025,19.0974031,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"581",NA,"2016-01-07 02:47:13",-39.8487194,-18.7152926,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"580",25,"2016-01-07 02:47:53",-48.5251853,-25.5121903,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"579",37,"2016-01-07 02:48:45",103.852038,1.2904527,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"578",2,"2016-01-07 02:51:22",-84.8700307,12.3724928,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"577",9,"2016-01-07 02:52:04",-68.745546,-32.8950718,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"576",38,"2016-01-07 02:53:55",121.0232316,14.4848541,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"575",26,"2016-01-07 02:55:43",-46.8948459,-22.7413469,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"574",26,"2016-01-07 02:58:32",-46.6333823,-23.5506506,"2016-01-05 01:04:00","2016-01-10 00:40:50"
"573",25,"2016-01-07 03:00:49",-48.8284967,-26.9022823,"2016-01-05 01:04:00","2016-01-10 00:40:50"
